,RoomCount,Floor,Size(m2),District,Price(TL),Age_labeled
6167,4,1.0,110.0,Mamak,2242500,5
6168,5,1.0,190.0,Mamak,3360000,8
6169,4,3.0,125.0,Mamak,3120000,2
6170,4,-2.0,130.0,Mamak,2355000,2
6171,4,2.0,145.0,Mamak,3300000,7
6172,4,-1.0,110.0,Mamak,1725000,8
6173,4,1.0,120.0,Mamak,3000000,3
6174,4,1.0,135.0,Mamak,3675000,1
6175,5,3.0,160.0,Mamak,5250000,1
6176,3,1.0,90.0,Mamak,2362500,8
6177,4,1.0,130.0,Mamak,2805000,0
6178,4,-2.0,90.0,Mamak,1573500,5
6179,3,-2.0,105.0,Mamak,1693500,2
6180,3,1.0,115.0,Mamak,3000000,7
6181,4,3.0,110.0,Mamak,2175000,5
6182,4,3.0,115.0,Mamak,2235000,3
6183,4,3.0,120.0,Mamak,2638500,2
6184,3,-2.0,105.0,Mamak,1692000,2
6185,4,2.0,110.0,Mamak,1725000,3
6186,4,11.0,175.0,Mamak,7875000,0
6187,5,1.0,190.0,Mamak,7425000,0
6188,4,1.0,140.0,Mamak,3300000,4
6189,4,4.0,140.0,Mamak,3000000,1
6190,4,3.0,140.0,Mamak,2595000,2
6192,5,11.0,200.0,Mamak,6735000,1
6193,3,1.0,90.0,Mamak,2188500,3
6194,4,0.0,100.0,Mamak,2025000,8
6195,4,2.0,125.0,Mamak,2550000,2
6196,4,3.0,170.0,Mamak,4425000,0
6197,4,1.0,165.0,Mamak,5077500,8
6198,4,2.0,130.0,Mamak,4050000,8
6199,3,0.0,100.0,Mamak,2475000,4
6200,4,4.0,140.0,Mamak,3885000,8
6202,4,2.0,110.0,Mamak,2625000,5
6203,4,0.0,100.0,Mamak,2505000,3
6204,4,6.0,143.0,Mamak,4125000,8
6205,4,1.0,130.0,Mamak,3082500,8
6206,4,0.0,110.0,Mamak,3675000,2
6207,4,1.0,140.0,Mamak,3300000,0
6208,5,10.0,165.0,Mamak,4110000,0
6209,3,2.0,105.0,Mamak,2475000,0
6210,4,7.0,145.0,Mamak,4125000,0
6211,5,2.0,160.0,Mamak,4275000,0
6212,4,2.0,125.0,Mamak,2775000,0
6213,4,2.0,155.0,Mamak,3442500,8
6214,4,1.0,120.0,Mamak,2700000,5
6215,4,-3.0,115.0,Mamak,1920000,8
6216,3,22.0,105.0,Mamak,2400000,7
6217,4,1.0,110.0,Mamak,1950000,3
6218,4,11.0,141.0,Mamak,6150000,7
6219,4,3.0,130.0,Mamak,3517500,0
6220,4,0.0,105.0,Mamak,1942500,5
6221,4,2.0,130.0,Mamak,2685000,2
6222,3,6.0,95.0,Mamak,1948500,8
6223,4,2.0,125.0,Mamak,3000000,3
6224,4,-1.0,120.0,Mamak,2692500,6
6225,4,1.0,125.0,Mamak,1777500,8
6227,4,1.0,125.0,Mamak,2475000,2
6228,4,-1.0,105.0,Mamak,1800000,3
6229,4,0.0,150.0,Mamak,2550000,2
6230,4,-1.0,85.0,Mamak,1950000,0
6231,4,1.0,125.0,Mamak,2625000,8
6232,4,3.0,130.0,Mamak,2625000,6
6233,4,12.0,135.0,Mamak,4725000,8
6234,4,2.0,140.0,Mamak,3150000,2
6235,3,-3.0,87.0,Mamak,1799850,5
6236,4,2.0,117.0,Mamak,2548500,3
6237,4,7.0,140.0,Mamak,3900000,7
6238,4,2.0,120.0,Mamak,2925000,8
6239,4,1.0,135.0,Mamak,2812500,7
6240,4,5.0,146.0,Mamak,2940000,7
6241,5,12.0,210.0,Mamak,4483500,7
6242,4,2.0,135.0,Mamak,2488500,8
6243,4,-1.0,135.0,Mamak,2977500,8
6244,4,-2.0,135.0,Mamak,1828500,8
6245,4,2.0,148.0,Mamak,3375000,2
6246,4,8.0,155.0,Mamak,4633500,0
6247,4,3.0,160.0,Mamak,3352500,7
6248,4,-1.0,135.0,Mamak,2580000,8
6249,3,-1.0,100.0,Mamak,2023500,8
6250,4,5.0,148.0,Mamak,3898500,7
6251,4,4.0,135.0,Mamak,3975000,4
6252,4,5.0,120.0,Mamak,3450000,8
6253,5,0.0,100.0,Mamak,2055000,5
6254,4,1.0,125.0,Mamak,2017500,2
6255,4,3.0,140.0,Mamak,3487500,2
6256,3,0.0,95.0,Mamak,2025000,5
6257,4,4.0,145.0,Mamak,2788500,6
6258,4,3.0,135.0,Mamak,2692500,8
6259,4,3.0,130.0,Mamak,3675000,8
6260,4,4.0,117.0,Mamak,2625000,5
6261,4,1.0,130.0,Mamak,3720000,0
6262,4,3.0,135.0,Mamak,2625000,8
6263,4,-1.0,100.0,Mamak,1408500,5
6264,5,5.0,180.0,Mamak,3675000,8
6265,4,7.0,145.0,Mamak,4012500,8
6266,4,10.0,140.0,Mamak,5775000,8
6267,4,2.0,140.0,Mamak,2640000,1
6268,2,1.0,65.0,Mamak,973500,8
6269,3,11.0,85.0,Mamak,1753500,8
6270,4,3.0,120.0,Mamak,2565000,3
6271,4,2.0,115.0,Mamak,2700000,5
6272,3,-1.0,100.0,Mamak,1635000,8
6273,4,3.0,115.0,Mamak,3825000,8
6274,4,2.0,130.0,Mamak,3733500,8
6275,4,2.0,130.0,Mamak,3450000,8
6276,3,1.0,81.0,Mamak,2572500,1
6277,4,1.0,105.0,Mamak,2100000,8
6278,3,-1.0,105.0,Mamak,1740000,7
6279,4,3.0,110.0,Mamak,2025000,5
6280,4,1.0,130.0,Mamak,2175000,8
6281,4,2.0,160.0,Mamak,3088500,8
6282,5,1.0,155.0,Mamak,2623500,8
6283,4,4.0,130.0,Mamak,3525000,8
6284,3,-2.0,110.0,Mamak,2173500,2
6285,4,1.0,110.0,Mamak,2700000,3
6286,4,-1.0,120.0,Mamak,1935000,8
6287,4,0.0,100.0,Mamak,1485000,2
6288,4,-1.0,115.0,Mamak,2242500,2
6289,3,0.0,105.0,Mamak,2032500,8
6290,4,2.0,135.0,Mamak,3300000,7
6291,5,1.0,161.0,Mamak,5250000,0
6293,4,-3.0,115.0,Mamak,2025000,8
6294,3,8.0,95.0,Mamak,2475000,7
6295,4,3.0,120.0,Mamak,3000000,3
6296,4,1.0,140.0,Mamak,5325000,2
6297,4,4.0,120.0,Mamak,2175000,3
6298,4,1.0,130.0,Mamak,2775000,2
6299,4,0.0,110.0,Mamak,1798500,2
6300,4,1.0,110.0,Mamak,1948500,2
6301,4,11.0,160.0,Mamak,5475000,8
6302,4,1.0,165.0,Mamak,2362500,2
6304,4,0.0,130.0,Mamak,2175000,1
6305,4,1.0,140.0,Mamak,2473500,8
6306,4,3.0,135.0,Mamak,2512500,8
6307,4,4.0,148.0,Mamak,5242500,7
6308,4,2.0,140.0,Mamak,2295000,8
6309,4,2.0,138.0,Mamak,3285000,2
6310,4,1.0,120.0,Mamak,1873500,3
6311,4,2.0,130.0,Mamak,3358500,8
6312,4,3.0,160.0,Mamak,3720000,2
6313,3,-1.0,95.0,Mamak,1723500,8
6314,4,3.0,150.0,Mamak,3075000,8
6315,3,-1.0,100.0,Mamak,1648500,3
6316,4,10.0,145.0,Mamak,5625000,4
6317,4,3.0,135.0,Mamak,3735000,8
6318,4,6.0,135.0,Mamak,4800000,0
6319,4,-2.0,130.0,Mamak,2152500,8
6320,4,4.0,147.0,Mamak,5625000,1
6321,4,1.0,135.0,Mamak,2548500,2
6323,4,1.0,135.0,Mamak,2923500,2
6325,4,2.0,145.0,Mamak,2698500,8
6326,4,-1.0,135.0,Mamak,2481000,1
6327,4,3.0,148.0,Mamak,2788500,7
6328,4,11.0,158.0,Mamak,4648500,8
6329,4,1.0,138.0,Mamak,2295000,8
6330,4,14.0,150.0,Mamak,4642500,8
6331,4,4.0,165.0,Mamak,6225000,1
6332,3,3.0,125.0,Mamak,2587500,5
6333,4,3.0,107.0,Mamak,2250000,5
6334,4,1.0,100.0,Mamak,2445000,5
6335,4,4.0,100.0,Mamak,2325000,5
6336,4,2.0,105.0,Mamak,3000000,5
6337,3,5.0,90.0,Mamak,2325000,2
6338,4,4.0,185.0,Mamak,5625000,2
6339,4,-1.0,125.0,Mamak,1926000,8
6340,5,-1.0,145.0,Mamak,3540000,8
6341,3,1.0,100.0,Mamak,4275000,0
6342,5,3.0,150.0,Mamak,3750000,2
6343,4,1.0,100.0,Mamak,2212500,5
6344,4,1.0,155.0,Mamak,4459500,7
6345,4,1.0,110.0,Mamak,1800000,5
6346,3,-1.0,110.0,Mamak,1498500,5
6347,4,2.0,135.0,Mamak,2685000,8
6348,3,-1.0,110.0,Mamak,1873500,2
6349,4,2.0,140.0,Mamak,2370000,3
6350,4,2.0,130.0,Mamak,3150000,8
6351,5,11.0,235.0,Mamak,5385000,8
6352,4,3.0,135.0,Mamak,2842500,8
6354,4,3.0,130.0,Mamak,2475000,2
6355,4,3.0,120.0,Mamak,2370000,2
6356,5,0.0,175.0,Mamak,1875000,8
6357,4,3.0,120.0,Mamak,1942500,5
6358,3,0.0,85.0,Mamak,1575000,8
6359,4,3.0,140.0,Mamak,3585000,2
6360,4,10.0,140.0,Mamak,4499999,8
6361,4,1.0,120.0,Mamak,1843500,2
6362,4,5.0,130.0,Mamak,3360000,4
6363,4,2.0,135.0,Mamak,2548500,8
6364,4,5.0,150.0,Mamak,4342500,8
6365,4,3.0,135.0,Mamak,2698500,1
6366,4,4.0,135.0,Mamak,2925000,2
6367,2,1.0,60.0,Mamak,1048500,8
6368,4,1.0,135.0,Mamak,4048500,8
6369,4,8.0,145.0,Mamak,4042500,8
6370,4,0.0,130.0,Mamak,2430000,8
6371,5,12.0,200.0,Mamak,4483500,8
6372,4,-1.0,120.0,Mamak,1648500,2
6373,4,2.0,135.0,Mamak,2670000,8
6375,4,7.0,135.0,Mamak,3315000,8
6376,4,7.0,135.0,Mamak,3450000,8
6377,5,4.0,150.0,Mamak,4275000,8
6378,3,-2.0,105.0,Mamak,2085000,8
6379,4,2.0,135.0,Mamak,3000000,2
6380,4,1.0,135.0,Mamak,2250000,2
6381,5,11.0,220.0,Mamak,5398500,1
6382,4,3.0,125.0,Mamak,2175000,8
6383,4,0.0,105.0,Mamak,2070000,8
6384,4,2.0,110.0,Mamak,2985000,5
6385,6,4.0,200.0,Mamak,3675000,3
6386,4,1.0,130.0,Mamak,2805000,2
6387,3,-1.0,90.0,Mamak,2248500,8
6388,4,1.0,140.0,Mamak,3375000,0
6389,4,3.0,115.0,Mamak,2010000,5
6390,4,3.0,115.0,Mamak,2317500,5
6391,3,-1.0,100.0,Mamak,1798500,3
6392,4,1.0,140.0,Mamak,2833500,6
6393,4,1.0,105.0,Mamak,1980000,2
6394,3,0.0,100.0,Mamak,1402500,5
6395,2,1.0,80.0,Mamak,1438500,2
6396,4,3.0,110.0,Mamak,2625000,2
6397,4,3.0,125.0,Mamak,2542500,8
6398,4,0.0,100.0,Mamak,2175000,8
6399,5,10.0,190.0,Mamak,7423500,8
6400,4,3.0,180.0,Mamak,4875000,8
6401,4,2.0,130.0,Mamak,2812500,8
6402,6,1.0,170.0,Mamak,2670000,8
6403,4,4.0,150.0,Mamak,5985000,8
6404,4,1.0,150.0,Mamak,4125000,2
6405,4,12.0,140.0,Mamak,5250000,1
6406,4,1.0,150.0,Mamak,3367500,8
6407,4,1.0,145.0,Mamak,3225000,8
6408,4,-2.0,150.0,Mamak,2685000,8
6409,4,7.0,145.0,Mamak,4425000,8
6410,4,1.0,135.0,Mamak,2835000,8
6411,8,12.0,310.0,Mamak,6135000,4
6412,4,1.0,150.0,Mamak,2670000,3
6413,4,3.0,135.0,Mamak,3022500,8
6414,4,0.0,110.0,Mamak,2250000,5
6415,5,1.0,175.0,Mamak,2550000,8
6416,4,4.0,155.0,Mamak,3945000,0
6417,4,2.0,135.0,Mamak,2842500,8
6419,7,3.0,275.0,Mamak,5685000,7
6421,5,1.0,165.0,Mamak,3450000,0
6422,4,2.0,135.0,Mamak,2415000,7
6423,4,2.0,135.0,Mamak,5250000,8
6425,2,-1.0,55.0,Mamak,898500,8
6426,5,3.0,245.0,Mamak,4305000,8
6427,4,1.0,130.0,Mamak,2962500,8
6428,4,3.0,140.0,Mamak,3223500,8
6429,6,1.0,190.0,Mamak,2550000,8
6430,4,4.0,230.0,Mamak,3675000,2
6431,4,2.0,115.0,Mamak,2250000,5
6432,4,2.0,125.0,Mamak,2430000,2
6433,4,3.0,130.0,Mamak,3450000,2
6434,4,1.0,115.0,Mamak,3112500,3
6435,4,2.0,125.0,Mamak,3112500,5
6436,3,-1.0,95.0,Mamak,2190000,2
6437,3,-2.0,100.0,Mamak,1477500,2
6438,4,3.0,170.0,Mamak,3045000,2
6439,4,1.0,125.0,Mamak,3150000,5
6440,4,1.0,145.0,Mamak,3592500,8
6441,4,-1.0,110.0,Mamak,1942500,3
6442,4,10.0,140.0,Mamak,5700000,1
6443,4,-2.0,105.0,Mamak,1791000,2
6444,4,1.0,120.0,Mamak,1500000,5
6445,4,2.0,125.0,Mamak,2625000,2
6446,4,1.0,120.0,Mamak,2100000,8
6447,5,3.0,240.0,Mamak,4350000,2
6448,4,3.0,130.0,Mamak,2025000,8
6449,4,4.0,160.0,Mamak,3750000,7
6450,4,3.0,140.0,Mamak,2173499,8
6452,3,2.0,105.0,Mamak,2287500,7
6454,6,3.0,200.0,Mamak,3720000,8
6455,4,1.0,120.0,Mamak,2902500,8
6456,4,1.0,110.0,Mamak,2100000,8
6457,4,2.0,120.0,Mamak,3225000,2
6458,4,3.0,125.0,Mamak,3750000,3
6459,4,-2.0,130.0,Mamak,2548500,7
6460,4,2.0,140.0,Mamak,3525000,8
6461,4,1.0,120.0,Mamak,1723500,3
6462,4,3.0,160.0,Mamak,3742500,8
6463,4,6.0,145.0,Mamak,3733500,6
6464,3,-2.0,96.0,Mamak,2638500,8
6465,4,9.0,140.0,Mamak,3883500,1
6466,4,2.0,140.0,Mamak,2842500,8
6467,4,1.0,135.0,Mamak,2400000,8
6468,4,4.0,130.0,Mamak,2992500,8
6469,4,3.0,135.0,Mamak,3375000,8
6470,4,-1.0,100.0,Mamak,1875000,2
6472,4,3.0,150.0,Mamak,4425000,8
6473,4,-3.0,135.0,Mamak,2250000,3
6474,4,-2.0,120.0,Mamak,1725000,3
6475,6,3.0,180.0,Mamak,3375000,3
6476,4,3.0,100.0,Mamak,1912500,2
6477,4,1.0,160.0,Mamak,3562500,0
6478,4,1.0,170.0,Mamak,3112500,1
6479,4,3.0,120.0,Mamak,3298500,8
6480,4,1.0,130.0,Mamak,2850000,8
6481,3,2.0,100.0,Mamak,2287500,5
6482,4,-1.0,125.0,Mamak,2100000,8
6483,4,-3.0,140.0,Mamak,2818500,7
6484,4,-1.0,110.0,Mamak,2340000,8
6485,4,4.0,130.0,Mamak,4500000,7
6486,2,1.0,85.0,Mamak,1117500,8
6487,6,3.0,350.0,Mamak,4462500,8
6488,4,-1.0,158.0,Mamak,3373500,0
6489,3,3.0,120.0,Mamak,2587500,5
6490,4,1.0,110.0,Mamak,2625000,5
6491,4,1.0,125.0,Mamak,3225000,0
6492,4,7.0,150.0,Mamak,5250000,8
6493,4,1.0,150.0,Mamak,2668500,8
6494,4,-2.0,130.0,Mamak,1791000,2
6495,4,3.0,115.0,Mamak,2775000,5
6496,4,2.0,120.0,Mamak,2250000,5
6497,3,2.0,110.0,Mamak,2220000,5
6499,3,-2.0,90.0,Mamak,2430000,1
6500,4,2.0,120.0,Mamak,2685000,8
6501,4,-1.0,135.0,Mamak,2025000,8
6502,4,-1.0,130.0,Mamak,2097000,8
6503,4,4.0,140.0,Mamak,2692500,8
6504,5,3.0,145.0,Mamak,5775000,4
6505,4,2.0,130.0,Mamak,2614500,8
6506,4,1.0,115.0,Mamak,2347500,2
6509,4,1.0,125.0,Mamak,2625000,7
6510,3,-3.0,115.0,Mamak,1575000,7
6511,4,11.0,150.0,Mamak,4125000,8
6513,4,2.0,110.0,Mamak,1972500,2
6514,4,2.0,125.0,Mamak,2925000,7
6515,4,4.0,120.0,Mamak,1905000,2
6516,3,3.0,130.0,Mamak,2850000,7
6517,5,3.0,200.0,Mamak,3750000,7
6518,3,1.0,90.0,Mamak,1380000,8
6519,4,16.0,175.0,Mamak,4499999,0
6520,4,-1.0,115.0,Mamak,2250000,0
6521,4,5.0,160.0,Mamak,3450000,0
6522,3,1.0,200.0,Mamak,1312500,2
6523,3,1.0,100.0,Mamak,1619999,8
6524,4,1.0,135.0,Mamak,2250000,7
6525,4,7.0,155.0,Mamak,3900000,0
6526,4,1.0,120.0,Mamak,2475000,7
6527,4,1.0,135.0,Mamak,1949999,8
6528,5,3.0,230.0,Mamak,2962500,8
6529,4,1.0,120.0,Mamak,1979999,8
6530,4,2.0,120.0,Mamak,2400000,7
6531,3,1.0,110.0,Mamak,1874999,7
6532,4,3.0,135.0,Mamak,2668499,8
6533,4,1.0,120.0,Mamak,1942500,0
6534,3,2.0,110.0,Mamak,2085000,8
6535,4,6.0,140.0,Mamak,5925000,8
6536,4,3.0,130.0,Mamak,3448500,8
6537,4,3.0,120.0,Mamak,2550000,2
6538,4,3.0,110.0,Mamak,2775000,8
6540,4,1.0,110.0,Mamak,2340000,2
6541,4,1.0,110.0,Mamak,2233500,2
6543,4,3.0,145.0,Mamak,2788500,7
6545,4,3.0,130.0,Mamak,2205000,5
6547,4,3.0,130.0,Mamak,2697000,2
6549,4,9.0,120.0,Mamak,4500000,7
6550,3,0.0,105.0,Mamak,1950000,3
6551,3,1.0,100.0,Mamak,3375000,7
6552,4,1.0,135.0,Mamak,2152500,2
6553,6,5.0,225.0,Mamak,3787500,8
6554,4,3.0,120.0,Mamak,2625000,8
6555,4,2.0,115.0,Mamak,2512500,8
6556,4,-2.0,160.0,Mamak,1987500,2
6557,3,-1.0,95.0,Mamak,1380000,3
6558,4,2.0,115.0,Mamak,2692500,5
6559,5,4.0,160.0,Mamak,4200000,3
6560,3,1.0,100.0,Mamak,1950000,2
6561,4,2.0,138.0,Mamak,2100000,2
6562,4,2.0,135.0,Mamak,3525000,2
6563,4,1.0,120.0,Mamak,3525000,8
6564,4,3.0,110.0,Mamak,3300000,2
6565,4,1.0,170.0,Mamak,4200000,8
6566,3,-1.0,95.0,Mamak,2220000,2
6567,4,2.0,110.0,Mamak,2775000,0
6568,4,1.0,120.0,Mamak,2047500,5
6569,4,0.0,110.0,Mamak,3870000,8
6570,4,1.0,110.0,Mamak,1590000,8
6571,4,3.0,130.0,Mamak,2587500,2
6572,4,2.0,140.0,Mamak,3675000,0
6573,4,14.0,127.0,Mamak,3675000,8
6574,5,12.0,190.0,Mamak,6375000,0
6575,5,3.0,170.0,Mamak,3750000,5
6576,4,0.0,100.0,Mamak,2175000,3
6577,5,3.0,160.0,Mamak,4125000,3
6578,4,4.0,140.0,Mamak,3855000,3
6579,4,4.0,145.0,Mamak,5625000,0
6580,4,3.0,145.0,Mamak,5617500,0
6581,6,3.0,230.0,Mamak,5400000,2
6582,5,4.0,270.0,Mamak,3750000,2
6583,3,3.0,110.0,Mamak,2475000,2
6584,4,1.0,135.0,Mamak,2625000,8
6585,4,1.0,120.0,Mamak,2805000,3
6586,4,4.0,112.0,Mamak,2473500,5
6587,4,13.0,140.0,Mamak,4350000,8
6588,4,1.0,135.0,Mamak,2475000,0
6589,3,-2.0,115.0,Mamak,1423500,2
6590,6,3.0,230.0,Mamak,4048500,8
6591,2,1.0,60.0,Mamak,988500,8
6592,4,3.0,120.0,Mamak,2518500,8
6593,4,5.0,150.0,Mamak,4047000,8
6594,4,3.0,180.0,Mamak,3150000,8
6595,4,8.0,155.0,Mamak,4573500,7
6596,4,3.0,140.0,Mamak,2790000,8
6597,4,2.0,115.0,Mamak,2602500,5
6598,3,1.0,85.0,Mamak,1800000,5
6599,5,3.0,160.0,Mamak,6000000,2
6601,4,3.0,100.0,Mamak,2817000,8
6602,4,3.0,120.0,Mamak,2850000,2
6603,4,0.0,100.0,Mamak,2025000,5
6604,4,-2.0,135.0,Mamak,1695000,2
6605,5,3.0,160.0,Mamak,3285000,8
6606,3,2.0,90.0,Mamak,2550000,2
6609,6,8.0,200.0,Mamak,6750000,0
6610,4,0.0,100.0,Mamak,2232000,8
6611,4,2.0,121.0,Mamak,2337000,2
6612,3,1.0,80.0,Mamak,1792500,5
6613,3,1.0,85.0,Mamak,2152500,8
6614,4,-1.0,130.0,Mamak,1950000,8
6615,4,3.0,130.0,Mamak,2175000,3
6616,3,2.0,110.0,Mamak,2347500,3
6617,4,8.0,160.0,Mamak,6525000,8
6618,4,1.0,125.0,Mamak,3720000,0
6619,4,6.0,150.0,Mamak,4500000,8
6620,4,2.0,130.0,Mamak,2925000,2
6621,4,1.0,110.0,Mamak,2430000,8
6622,4,1.0,135.0,Mamak,3000000,8
6623,4,1.0,117.0,Mamak,2955870,4
6624,4,-3.0,130.0,Mamak,2160000,8
6625,4,7.0,145.0,Mamak,3298500,8
6626,4,8.0,155.0,Mamak,4575000,7
6627,4,13.0,170.0,Mamak,4800000,7
6628,4,2.0,115.0,Mamak,2595000,8
6629,4,1.0,165.0,Mamak,0,8
6630,5,5.0,260.0,Mamak,5250000,8
6631,4,-1.0,118.0,Mamak,3345000,8
6632,4,6.0,150.0,Mamak,5985000,7
6634,4,1.0,120.0,Mamak,1948500,7
6635,4,3.0,120.0,Mamak,2137500,2
6636,4,1.0,125.0,Mamak,4095000,0
6637,3,1.0,90.0,Mamak,3150000,0
6638,4,3.0,138.0,Mamak,5698500,4
6639,4,3.0,135.0,Mamak,2692500,2
6640,4,5.0,150.0,Mamak,4048500,8
6641,4,2.0,140.0,Mamak,2488500,8
6642,4,5.0,165.0,Mamak,4650000,8
6643,4,2.0,135.0,Mamak,3585000,8
6644,4,-1.0,115.0,Mamak,1198500,2
6645,4,0.0,120.0,Mamak,1747500,2
6646,4,8.0,145.0,Mamak,5248500,8
6647,4,-1.0,115.0,Mamak,1873500,3
6648,4,1.0,115.0,Mamak,2625000,8
6649,4,-1.0,120.0,Mamak,2098500,8
6650,2,1.0,70.0,Mamak,1012500,8
6651,5,3.0,200.0,Mamak,2398500,2
6652,3,7.0,100.0,Mamak,2025000,8
6653,4,3.0,140.0,Mamak,2623500,8
6654,4,2.0,140.0,Mamak,3373500,2
6655,4,6.0,158.0,Mamak,7702500,7
6656,4,2.0,145.0,Mamak,2698500,7
6657,3,3.0,105.0,Mamak,2173500,8
6659,4,1.0,115.0,Mamak,2400000,2
6660,4,1.0,135.0,Mamak,2250000,8
6661,4,0.0,110.0,Mamak,2700000,3
6662,4,3.0,125.0,Mamak,2512500,2
6663,4,2.0,125.0,Mamak,3900000,8
6664,4,9.0,130.0,Mamak,5175000,0
6665,4,0.0,130.0,Mamak,2188500,7
6666,5,7.0,240.0,Mamak,5100000,2
6667,4,9.0,150.0,Mamak,5625000,4
6668,4,3.0,172.0,Mamak,4650000,8
6669,3,-3.0,85.0,Mamak,1335000,3
6670,4,6.0,125.0,Mamak,3285000,8
6671,3,1.0,110.0,Mamak,2430000,8
6672,4,4.0,145.0,Mamak,3883500,8
6673,4,2.0,140.0,Mamak,2775000,8
6674,4,-1.0,130.0,Mamak,2152500,8
6675,3,1.0,85.0,Mamak,1380000,8
6676,4,2.0,110.0,Mamak,3825000,8
6677,4,-2.0,145.0,Mamak,2548500,8
6678,4,3.0,120.0,Mamak,2895000,2
6679,5,7.0,320.0,Mamak,7500000,8
6680,4,1.0,125.0,Mamak,2190000,3
6681,4,6.0,150.0,Mamak,4650000,6
6682,4,1.0,115.0,Mamak,2550000,8
6683,4,1.0,110.0,Mamak,2325000,8
6684,4,-2.0,125.0,Mamak,2670000,2
6685,5,15.0,175.0,Mamak,6285000,0
6686,4,2.0,100.0,Mamak,2475000,5
6687,4,1.0,115.0,Mamak,2122500,5
6688,4,2.0,140.0,Mamak,3133500,8
6689,2,1.0,65.0,Mamak,1087500,2
6690,4,1.0,115.0,Mamak,1888500,5
6691,4,4.0,132.0,Mamak,3832500,8
6692,4,3.0,130.0,Mamak,2580000,2
6693,4,1.0,120.0,Mamak,3000000,8
6694,4,3.0,130.0,Mamak,3150000,8
6696,4,-1.0,95.0,Mamak,2175000,2
6697,3,1.0,90.0,Mamak,2473500,0
6698,5,1.0,170.0,Mamak,4335000,4
6699,5,5.0,200.0,Mamak,4680000,8
6700,4,0.0,115.0,Mamak,2325000,3
6701,5,10.0,250.0,Mamak,7725000,7
6703,5,3.0,200.0,Mamak,3675000,7
6704,4,3.0,120.0,Mamak,4125000,7
6705,4,-1.0,140.0,Mamak,2143500,7
6707,4,1.0,135.0,Mamak,3825000,1
6708,4,1.0,140.0,Mamak,3675000,8
6709,5,3.0,200.0,Mamak,3523500,8
6710,4,2.0,135.0,Mamak,3825000,1
6711,5,5.0,250.0,Mamak,4798500,8
6712,4,3.0,140.0,Mamak,3150000,2
6713,6,2.0,290.0,Mamak,5400000,3
6714,4,-1.0,110.0,Mamak,2167500,8
6715,3,-1.0,70.0,Mamak,1935000,5
6716,4,1.0,145.0,Mamak,4042500,5
6717,4,2.0,122.0,Mamak,2340000,2
6718,4,1.0,127.0,Mamak,2992500,8
6719,7,3.0,260.0,Mamak,3300000,2
6720,4,3.0,120.0,Mamak,4500000,3
6721,3,0.0,90.0,Mamak,1567500,3
6722,5,4.0,200.0,Mamak,3750000,3
6723,4,3.0,155.0,Mamak,3600000,3
6724,3,0.0,120.0,Mamak,1485000,5
6725,4,1.0,115.0,Mamak,2475000,5
6726,4,3.0,125.0,Mamak,3375000,3
6727,4,1.0,120.0,Mamak,2062500,5
6728,4,2.0,135.0,Mamak,2700000,8
6729,4,2.0,135.0,Mamak,3285000,0
6730,4,2.0,135.0,Mamak,2968500,8
6731,4,3.0,140.0,Mamak,3600000,3
6732,4,1.0,130.0,Mamak,2745000,2
6733,4,1.0,135.0,Mamak,2698500,2
6734,4,3.0,135.0,Mamak,2812500,8
6735,4,4.0,130.0,Mamak,3487500,8
6736,4,1.0,140.0,Mamak,1927500,8
6737,4,2.0,135.0,Mamak,3420000,1
6738,4,1.0,140.0,Mamak,2925000,8
6739,4,3.0,130.0,Mamak,2773500,2
6740,4,1.0,120.0,Mamak,2383500,8
6743,4,1.0,85.0,Mamak,2175000,5
6744,4,-1.0,150.0,Mamak,2400000,5
6745,4,1.0,120.0,Mamak,2077500,5
6747,4,3.0,110.0,Mamak,2985000,5
6748,4,-1.0,110.0,Mamak,2100000,8
6749,5,3.0,225.0,Mamak,4500000,2
6750,4,-1.0,115.0,Mamak,2235000,2
6752,4,2.0,110.0,Mamak,2535000,3
6753,4,-2.0,110.0,Mamak,1875000,5
6754,4,1.0,125.0,Mamak,2475000,8
6755,4,8.0,150.0,Mamak,4573500,7
6756,4,-1.0,130.0,Mamak,2848500,0
6757,4,0.0,100.0,Mamak,2023500,8
6758,4,1.0,145.0,Mamak,3120000,8
6759,4,1.0,190.0,Mamak,3075000,6
6760,5,3.0,165.0,Mamak,4875000,2
6761,4,1.0,190.0,Mamak,3487500,6
6762,6,3.0,160.0,Mamak,5550000,8
6763,3,-1.0,90.0,Mamak,1777500,3
6766,6,4.0,250.0,Mamak,5250000,8
6767,4,2.0,130.0,Mamak,2325000,7
6769,4,3.0,135.0,Mamak,2287500,2
6770,4,3.0,150.0,Mamak,2670000,2
6771,3,7.0,80.0,Mamak,1755000,2
6772,4,4.0,140.0,Mamak,2662500,8
6773,4,13.0,180.0,Mamak,9825000,6
6774,4,1.0,155.0,Mamak,3735000,8
6776,4,4.0,140.0,Mamak,3487500,8
6777,4,-2.0,130.0,Mamak,1828500,8
6778,3,-3.0,95.0,Mamak,2400000,8
6779,4,5.0,145.0,Mamak,4093500,8
6780,4,4.0,150.0,Mamak,4423500,8
6781,4,1.0,135.0,Mamak,2623500,2
6782,4,5.0,140.0,Mamak,4950000,7
6784,3,2.0,110.0,Mamak,2175000,5
6785,4,5.0,145.0,Mamak,4648500,7
